"BROKEN","EPİC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","Basit Uygulama Testi","1","0","Uygulama açılması, Dil seçimi ve Moies modülüne tıklanılması.","0"
